short_ema,long_ema,stop_loss,take_profit,total_return_pct,sharpe_ratio,win_rate,max_drawdown_pct,best_timeframe
14,159,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
37,196,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
42,62,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
28,196,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
35,196,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
42,92,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
16,17,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
20,159,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
42,116,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
9,45,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
11,69,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
11,196,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
14,196,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
20,62,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
31,159,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
20,186,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
22,112,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,88,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
11,48,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
11,175,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
8,88,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
11,173,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
14,53,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
14,69,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,97,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,145,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
11,184,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,162,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
10,45,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
11,88,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
9,65,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
11,35,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
10,48,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
10,69,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
7,21,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
9,196,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,37,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,157,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
7,35,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
7,45,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,69,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,167,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,85,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
7,41,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,48,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,58,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,130,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,131,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,53,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,86,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,112,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,112,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,29,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,46,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,20,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,64,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,46,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,43,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,55,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,22,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,109,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,198,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,42,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,70,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
6,22,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,53,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,159,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,190,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,48,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,111,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,156,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
10,159,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,95,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,19,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,149,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,36,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,50,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,89,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,58,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,44,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,39,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,92,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,56,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,64,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,10,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,45,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,17,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,24,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,11,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,9,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,33,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,49,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,76,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
5,47,2.01,10.48,118.94240000000325,4.217416714541886,0.2808685103197148,3.0788703595538753,4h
17,69,2.03,10.48,117.49600000000302,4.16984143336936,0.2808685103197148,3.1316728489910894,4h
27,112,2.01,9.96,113.99700000000321,4.167953878081696,0.28724560919842046,2.9780064727423508,4h
40,108,2.01,9.96,113.99700000000321,4.167953878081696,0.28724560919842046,2.9780064727423508,4h
44,110,2.01,9.96,113.99700000000321,4.167953878081696,0.28724560919842046,2.9780064727423508,4h
14,108,2.01,9.96,113.99700000000321,4.167953878081696,0.28724560919842046,2.9780064727423508,4h
42,108,2.01,9.96,113.99700000000321,4.167953878081696,0.28724560919842046,2.9780064727423508,4h
